,Fecha,Rango_edad,Casos,Hospitalizados,Ingresos_uci,Fallecidos,Casos nuevos14,Casos nuevos7,Casos nuevos,Población,IA 7 días,IA 14 días
2898,2021-01-16,0 a 9,1264,27,2,0,152.0,89.0,12,46913,189.71287276447893,324.0040074179865
2899,2021-01-16,10 a 19,2041,15,1,0,193.0,111.0,14,55828,198.82496238446657,345.7046643261446
2900,2021-01-16,20 a 29,2490,51,2,0,218.0,103.0,12,50505,203.94020394020393,431.64043164043164
2901,2021-01-16,30 a 39,2666,113,11,1,305.0,171.0,11,70473,242.6461197905581,432.7898627843287
2902,2021-01-16,40 a 49,3494,248,24,2,322.0,170.0,27,97769,173.87924597776393,329.3477482637646
2903,2021-01-16,50 a 59,3202,394,44,7,302.0,167.0,24,89964,185.62980747854698,335.6898314881508
2904,2021-01-16,60 a 69,2429,479,85,27,225.0,121.0,12,77345,156.441916090245,290.9043894240093
2905,2021-01-16,70 a 79,1673,560,105,75,137.0,87.0,13,53066,163.94678325104587,258.16907247578484
2906,2021-01-16,Mayor de 80,2121,957,17,302,162.0,98.0,24,41042,238.7797865601092,394.71760635446617
2907,2021-01-17,0 a 9,1280,28,3,0,156.0,93.0,16,46913,198.23929401232067,332.53042866582825
2908,2021-01-17,10 a 19,2061,15,1,0,206.0,115.0,20,55828,205.98982589381671,368.9904707315326
2909,2021-01-17,20 a 29,2500,52,2,0,221.0,101.0,10,50505,199.98019998019998,437.5804375804376
2910,2021-01-17,30 a 39,2683,114,11,1,315.0,170.0,17,70473,241.22713663388816,446.979694351028
2911,2021-01-17,40 a 49,3507,249,25,2,317.0,163.0,13,97769,166.719512319856,324.23365279383034
2912,2021-01-17,50 a 59,3220,394,45,8,305.0,164.0,18,89964,182.29514027833355,339.02449868836425
2913,2021-01-17,60 a 69,2442,481,85,28,231.0,126.0,13,77345,162.90645807744522,298.6618398086496
2914,2021-01-17,70 a 79,1684,562,105,75,140.0,94.0,11,53066,177.1379037425093,263.8224098292692
2915,2021-01-17,Mayor de 80,2128,964,17,303,164.0,98.0,7,41042,238.7797865601092,399.59066322303977
2916,2021-01-18,0 a 9,1286,28,3,0,156.0,79.0,6,46913,168.39681964487457,332.53042866582825
2917,2021-01-18,10 a 19,2072,15,1,0,209.0,97.0,11,55828,173.74794010174105,374.3641183635452
2918,2021-01-18,20 a 29,2508,52,2,0,213.0,94.0,8,50505,186.1201861201861,421.7404217404217
2919,2021-01-18,30 a 39,2697,115,11,1,310.0,156.0,14,70473,221.36137244050911,439.8847785676784
2920,2021-01-18,40 a 49,3537,250,25,2,323.0,164.0,30,97769,167.74233141384283,330.37056735775144
2921,2021-01-18,50 a 59,3241,399,45,8,306.0,165.0,21,89964,183.40669601173803,340.1360544217687
2922,2021-01-18,60 a 69,2453,487,86,28,228.0,117.0,11,77345,151.27028250048483,294.78311461632944
2923,2021-01-18,70 a 79,1695,565,105,76,149.0,84.0,11,53066,158.29344589756153,280.78242188972223
2924,2021-01-18,Mayor de 80,2135,969,17,305,153.0,78.0,7,41042,190.0492178743726,372.7888504458847
2925,2021-01-19,0 a 9,1300,28,3,0,157.0,86.0,14,46913,183.31805682859763,334.66203397778867
2926,2021-01-19,10 a 19,2098,16,1,0,223.0,111.0,26,55828,198.82496238446657,399.4411406462707
2927,2021-01-19,20 a 29,2530,53,2,0,225.0,101.0,22,50505,199.98019998019998,445.50044550044555
2928,2021-01-19,30 a 39,2716,117,11,1,302.0,145.0,19,70473,205.7525577171399,428.53291331431893
2929,2021-01-19,40 a 49,3575,252,25,2,342.0,183.0,38,97769,187.17589419959293,349.80413014350154
2930,2021-01-19,50 a 59,3269,400,45,8,317.0,176.0,28,89964,195.63380907918724,352.3631674892179
2931,2021-01-19,60 a 69,2478,491,86,28,237.0,129.0,25,77345,166.78518326976533,306.4192901932898
2932,2021-01-19,70 a 79,1718,567,105,76,159.0,99.0,23,53066,186.56013266498323,299.62687973467
2933,2021-01-19,Mayor de 80,2147,974,17,305,159.0,81.0,12,41042,197.35880317723309,387.40802105160566
2934,2021-01-20,0 a 9,1314,28,3,0,159.0,91.0,14,46913,193.97608338839981,338.92524460170955
2935,2021-01-20,10 a 19,2128,16,1,0,244.0,125.0,30,55828,223.9019846671921,437.056674070359
2936,2021-01-20,20 a 29,2546,54,2,0,211.0,98.0,16,50505,194.04019404019402,417.7804177804178
2937,2021-01-20,30 a 39,2737,118,11,1,301.0,126.0,21,70473,178.79187774041122,427.11393015764907
2938,2021-01-20,40 a 49,3609,257,26,2,356.0,192.0,34,97769,196.38126604547452,364.12359745931735
2939,2021-01-20,50 a 59,3311,405,45,8,339.0,186.0,42,89964,206.74936641323197,376.81739362411633
2940,2021-01-20,60 a 69,2495,493,86,28,237.0,123.0,17,77345,159.0277328851251,306.4192901932898
2941,2021-01-20,70 a 79,1736,572,105,77,171.0,106.0,18,53066,199.7512531564467,322.2402291486074
2942,2021-01-20,Mayor de 80,2163,978,17,308,170.0,87.0,16,41042,211.97797378295405,414.20983382876074
2943,2021-01-21,0 a 9,1326,29,3,0,168.0,86.0,12,46913,183.31805682859763,358.1096924093535
2944,2021-01-21,10 a 19,2155,16,1,0,262.0,142.0,27,55828,254.3526545819302,469.2985598624347
2945,2021-01-21,20 a 29,2560,54,2,0,203.0,99.0,14,50505,196.020196020196,401.9404019404019
2946,2021-01-21,30 a 39,2764,118,11,1,310.0,139.0,27,70473,197.23865877712032,439.8847785676784
2947,2021-01-21,40 a 49,3640,261,26,2,356.0,204.0,31,97769,208.6550951733167,364.12359745931735
2948,2021-01-21,50 a 59,3346,408,46,8,349.0,195.0,35,89964,216.7533680138722,387.93295095816103
2949,2021-01-21,60 a 69,2513,498,86,28,236.0,122.0,18,77345,157.73482448768505,305.12638179584974
2950,2021-01-21,70 a 79,1749,580,105,82,172.0,108.0,13,53066,203.52014472543624,324.1246749331022
2951,2021-01-21,Mayor de 80,2185,983,17,319,182.0,97.0,22,41042,236.34325812582233,443.4481750402027
2952,2021-01-22,0 a 9,1337,29,3,0,172.0,85.0,11,46913,181.1864515166372,366.63611365719527
2953,2021-01-22,10 a 19,2181,16,1,0,276.0,154.0,26,55828,275.84724510998063,494.37558214516014
2954,2021-01-22,20 a 29,2578,54,2,0,205.0,100.0,18,50505,198.000198000198,405.90040590040593
2955,2021-01-22,30 a 39,2790,118,11,1,318.0,135.0,26,70473,191.5627261504406,451.2366438210379
2956,2021-01-22,40 a 49,3677,264,26,2,378.0,210.0,37,97769,214.79200973723778,386.625617527028
2957,2021-01-22,50 a 59,3382,414,47,9,365.0,204.0,36,89964,226.75736961451247,405.7178426926326
2958,2021-01-22,60 a 69,2527,504,86,28,238.0,110.0,14,77345,142.21992371840454,307.7121985907298
2959,2021-01-22,70 a 79,1760,585,106,82,179.0,100.0,11,53066,188.444578449478,337.31579542456564
2960,2021-01-22,Mayor de 80,2206,990,17,320,193.0,109.0,21,41042,265.58159933726427,470.2499878173578
2961,2021-01-23,0 a 9,1352,29,3,0,177.0,88.0,15,46913,187.5812674525185,377.2941402169974
2962,2021-01-23,10 a 19,2190,16,1,0,260.0,149.0,9,55828,266.891165723293,465.7161281077595
2963,2021-01-23,20 a 29,2593,55,3,0,206.0,103.0,15,50505,203.94020394020393,407.88040788040786
2964,2021-01-23,30 a 39,2824,118,12,1,329.0,158.0,34,70473,224.199338753849,466.84545854440705
2965,2021-01-23,40 a 49,3706,264,27,2,382.0,212.0,29,97769,216.83764792521146,390.7168939029754
2966,2021-01-23,50 a 59,3409,414,48,9,374.0,207.0,27,89964,230.0920368147259,415.72184429327285
2967,2021-01-23,60 a 69,2546,504,88,28,238.0,117.0,19,77345,151.27028250048483,307.7121985907298
2968,2021-01-23,70 a 79,1768,588,106,82,182.0,95.0,8,53066,179.0223495270041,342.96913277805
2969,2021-01-23,Mayor de 80,2219,998,17,323,196.0,98.0,13,41042,238.7797865601092,477.5595731202184
2970,2021-01-24,0 a 9,1359,29,3,0,172.0,79.0,7,46913,168.39681964487457,366.63611365719527
2971,2021-01-24,10 a 19,2198,16,1,0,252.0,137.0,8,55828,245.39657519524255,451.38640108905923
2972,2021-01-24,20 a 29,2604,55,3,0,205.0,104.0,11,50505,205.92020592020592,405.90040590040593
2973,2021-01-24,30 a 39,2837,118,12,1,324.0,154.0,13,70473,218.5234061271693,459.75054276105743
2974,2021-01-24,40 a 49,3722,265,27,2,378.0,215.0,16,97769,219.90610520717203,386.625617527028
2975,2021-01-24,50 a 59,3429,416,50,9,373.0,209.0,20,89964,232.31514828153485,414.6102885598684
2976,2021-01-24,60 a 69,2555,506,88,29,239.0,113.0,9,77345,146.09864891072468,309.00510698816987
2977,2021-01-24,70 a 79,1778,591,107,83,188.0,94.0,10,53066,177.1379037425093,354.2758074850186
2978,2021-01-24,Mayor de 80,2225,1000,17,326,195.0,97.0,6,41042,236.34325812582233,475.12304468593146
2979,2021-01-25,0 a 9,1383,29,3,0,176.0,97.0,24,46913,206.7657152601624,375.162534905037
2980,2021-01-25,10 a 19,2218,17,1,0,243.0,146.0,20,55828,261.5175180912804,435.2654581930214
2981,2021-01-25,20 a 29,2627,56,3,0,213.0,119.0,23,50505,235.62023562023563,421.7404217404217
2982,2021-01-25,30 a 39,2852,120,12,1,311.0,155.0,15,70473,219.9423892838392,441.30376172434836
2983,2021-01-25,40 a 49,3742,267,27,2,369.0,205.0,20,97769,209.67791426730352,377.42024568114635
2984,2021-01-25,50 a 59,3453,423,51,9,377.0,212.0,24,89964,235.64981548174825,419.0565114934863
2985,2021-01-25,60 a 69,2574,512,89,29,238.0,121.0,19,77345,156.441916090245,307.7121985907298
2986,2021-01-25,70 a 79,1794,597,109,83,183.0,99.0,16,53066,186.56013266498323,344.8535785625447
2987,2021-01-25,Mayor de 80,2236,1007,18,327,179.0,101.0,11,41042,246.08937186296967,436.1385897373423
2988,2021-01-26,0 a 9,1394,29,3,0,180.0,94.0,11,46913,200.3708993242811,383.68895615287875
2989,2021-01-26,10 a 19,2232,17,1,0,245.0,134.0,14,55828,240.02292756322993,438.84788994769644
2990,2021-01-26,20 a 29,2642,57,3,0,213.0,112.0,15,50505,221.76022176022175,421.7404217404217
2991,2021-01-26,30 a 39,2867,120,12,1,296.0,151.0,15,70473,214.26645665715947,420.01901437429933
2992,2021-01-26,40 a 49,3765,269,28,2,373.0,190.0,23,97769,194.33562785750084,381.51152205709377
2993,2021-01-26,50 a 59,3473,425,52,10,380.0,204.0,20,89964,226.75736961451247,422.39117869369966
2994,2021-01-26,60 a 69,2585,515,89,30,236.0,107.0,11,77345,138.3411985260844,305.12638179584974
2995,2021-01-26,70 a 79,1804,603,109,86,185.0,86.0,10,53066,162.0623374665511,348.6224701315343
2996,2021-01-26,Mayor de 80,2250,1015,18,329,184.0,103.0,14,41042,250.9624287315433,448.3212319087763
2997,2021-01-27,0 a 9,1422,29,3,0,199.0,108.0,28,46913,230.21337369172724,424.18945708012706
2998,2021-01-27,10 a 19,2254,17,1,0,251.0,126.0,22,55828,225.69320054452962,449.5951852117217
2999,2021-01-27,20 a 29,2658,57,3,0,210.0,112.0,16,50505,221.76022176022175,415.8004158004158
3000,2021-01-27,30 a 39,2894,120,12,1,283.0,157.0,27,70473,222.78035559717907,401.57223333759026
3001,2021-01-27,40 a 49,3799,272,28,2,382.0,190.0,34,97769,194.33562785750084,390.7168939029754
3002,2021-01-27,50 a 59,3499,429,53,10,374.0,188.0,26,89964,208.97247788004088,415.72184429327285
3003,2021-01-27,60 a 69,2598,518,89,30,226.0,103.0,13,77345,133.16956493632426,292.19729782144935
3004,2021-01-27,70 a 79,1817,603,112,87,187.0,81.0,13,53066,152.64010854407718,352.3913617005239
3005,2021-01-27,Mayor de 80,2274,1024,18,332,198.0,111.0,24,41042,270.4546562058379,482.432629988792
3006,2021-01-28,0 a 9,1441,29,3,0,201.0,115.0,19,46913,245.13461087545028,428.45266770404794
3007,2021-01-28,10 a 19,2266,17,1,0,253.0,111.0,12,55828,198.82496238446657,453.17761696639684
3008,2021-01-28,20 a 29,2665,57,4,0,204.0,105.0,7,50505,207.9002079002079,403.92040392040394
3009,2021-01-28,30 a 39,2915,120,12,1,290.0,151.0,21,70473,214.26645665715947,411.5051154342798
3010,2021-01-28,40 a 49,3829,279,28,2,393.0,189.0,30,97769,193.312808763514,401.96790393683074
3011,2021-01-28,50 a 59,3521,432,53,10,370.0,175.0,22,89964,194.52225334578276,411.27562135965496
3012,2021-01-28,60 a 69,2618,519,90,30,227.0,105.0,20,77345,135.75538173120435,293.4902062188894
3013,2021-01-28,70 a 79,1825,608,117,88,184.0,76.0,8,53066,143.2178796216033,346.7380243470395
3014,2021-01-28,Mayor de 80,2291,1033,18,333,203.0,106.0,17,41042,258.27201403440375,494.6152721602261
3015,2021-01-29,0 a 9,1464,29,3,0,212.0,127.0,23,46913,270.7138746189755,451.9003261356128
3016,2021-01-29,10 a 19,2290,17,1,0,263.0,109.0,24,55828,195.2425306297915,471.0897757397721
3017,2021-01-29,20 a 29,2679,57,4,0,201.0,101.0,14,50505,199.98019998019998,397.980397980398
3018,2021-01-29,30 a 39,2941,120,12,1,286.0,151.0,26,70473,214.26645665715947,405.82918280760003
3019,2021-01-29,40 a 49,3857,279,28,2,390.0,180.0,28,97769,184.10743691763236,398.8994466548702
3020,2021-01-29,50 a 59,3550,436,54,10,372.0,168.0,29,89964,186.74136321195147,413.49873282646394
3021,2021-01-29,60 a 69,2639,522,91,30,222.0,112.0,21,77345,144.80574051328463,287.0256642316892
3022,2021-01-29,70 a 79,1841,616,117,88,181.0,81.0,16,53066,152.64010854407718,341.0846869935552
3023,2021-01-29,Mayor de 80,2302,1038,18,336,205.0,96.0,11,41042,233.9067296915355,499.4883290287998
3024,2021-01-30,0 a 9,1480,30,3,0,216.0,128.0,16,46913,272.845479930936,460.4267473834545
3025,2021-01-30,10 a 19,2299,17,1,0,258.0,109.0,9,55828,195.2425306297915,462.1336963530845
3026,2021-01-30,20 a 29,2687,57,4,0,197.0,94.0,8,50505,186.1201861201861,390.0603900603901
3027,2021-01-30,30 a 39,2959,120,12,1,293.0,135.0,18,70473,191.5627261504406,415.76206490428956
3028,2021-01-30,40 a 49,3879,279,28,2,385.0,173.0,22,97769,176.94770325972445,393.78535118493596
3029,2021-01-30,50 a 59,3574,437,54,10,372.0,165.0,24,89964,183.40669601173803,413.49873282646394
3030,2021-01-30,60 a 69,2653,524,93,30,224.0,107.0,14,77345,138.3411985260844,289.61148102656927
3031,2021-01-30,70 a 79,1846,616,117,88,173.0,78.0,5,53066,146.98677119059283,326.00912071759694
3032,2021-01-30,Mayor de 80,2308,1042,19,338,187.0,89.0,6,41042,216.85103065152768,455.63081721163684
3033,2021-01-31,0 a 9,1482,30,3,0,202.0,123.0,2,46913,262.1874533711338,430.58427301600835
3034,2021-01-31,10 a 19,2308,17,1,0,247.0,110.0,9,55828,197.03374650712905,442.4303217023716
3035,2021-01-31,20 a 29,2697,57,4,0,197.0,93.0,10,50505,184.14018414018412,390.0603900603901
3036,2021-01-31,30 a 39,2969,121,12,1,286.0,132.0,10,70473,187.3057766804308,405.82918280760003
3037,2021-01-31,40 a 49,3890,279,28,2,383.0,168.0,11,97769,171.83360778979022,391.7397129969622
3038,2021-01-31,50 a 59,3587,441,54,10,367.0,158.0,13,89964,175.6258058779067,407.9409541594415
3039,2021-01-31,60 a 69,2664,524,93,31,222.0,109.0,11,77345,140.9270153209645,287.0256642316892
3040,2021-01-31,70 a 79,1854,618,118,89,170.0,76.0,8,53066,143.2178796216033,320.35578336411265
3041,2021-01-31,Mayor de 80,2313,1045,19,339,185.0,88.0,5,41042,214.4145022172409,450.75776034306324
3042,2021-02-01,0 a 9,1501,31,3,0,215.0,118.0,19,46913,251.52942681133163,458.295142071494
3043,2021-02-01,10 a 19,2322,17,1,0,250.0,104.0,14,55828,186.2864512431038,447.8039693343842
3044,2021-02-01,20 a 29,2704,57,4,0,196.0,77.0,7,50505,152.46015246015244,388.08038808038805
3045,2021-02-01,30 a 39,2989,121,12,1,292.0,137.0,20,70473,194.40069246378044,414.34308174761964
3046,2021-02-01,40 a 49,3916,279,28,2,379.0,174.0,26,97769,177.9705223537113,387.64843662101487
3047,2021-02-01,50 a 59,3607,445,55,10,366.0,154.0,20,89964,171.17958294428882,406.8293984260371
3048,2021-02-01,60 a 69,2679,527,93,31,226.0,105.0,15,77345,135.75538173120435,292.19729782144935
3049,2021-02-01,70 a 79,1866,618,118,89,171.0,72.0,12,53066,135.68009648362417,322.2402291486074
3050,2021-02-01,Mayor de 80,2324,1053,19,340,189.0,88.0,11,41042,214.4145022172409,460.5038740802105
3051,2021-02-02,0 a 9,1527,31,3,0,227.0,133.0,26,46913,283.5035064907382,483.87440581501926
3052,2021-02-02,10 a 19,2334,17,1,0,236.0,102.0,12,55828,182.70401948842874,422.7269470516586
3053,2021-02-02,20 a 29,2716,57,4,0,186.0,74.0,12,50505,146.5201465201465,368.28036828036824
3054,2021-02-02,30 a 39,3008,121,12,1,292.0,141.0,19,70473,200.0766250904602,414.34308174761964
3055,2021-02-02,40 a 49,3940,280,28,2,365.0,175.0,24,97769,178.99334144769816,373.328969305199
3056,2021-02-02,50 a 59,3617,447,57,11,348.0,144.0,10,89964,160.0640256102441,386.82139522475654
3057,2021-02-02,60 a 69,2696,529,94,31,218.0,111.0,17,77345,143.5128321158446,281.854030641929
3058,2021-02-02,70 a 79,1875,620,119,90,157.0,71.0,9,53066,133.7956506991294,295.85798816568047
3059,2021-02-02,Mayor de 80,2341,1056,19,340,194.0,91.0,17,41042,221.72408752010136,472.68651625164466
3060,2021-02-03,0 a 9,1534,31,3,0,220.0,112.0,7,46913,238.739794939569,468.95316863129625
3061,2021-02-03,10 a 19,2348,17,1,0,220.0,94.0,14,55828,168.37429246972846,394.0674930142581
3062,2021-02-03,20 a 29,2730,57,4,0,184.0,72.0,14,50505,142.56014256014254,364.3203643203643
3063,2021-02-03,30 a 39,3022,121,12,1,285.0,128.0,14,70473,181.62984405375107,404.41019965093017
3064,2021-02-03,40 a 49,3958,283,28,2,349.0,159.0,18,97769,162.6282359439086,356.96386380140945
3065,2021-02-03,50 a 59,3638,449,58,12,327.0,139.0,21,89964,154.50624694322173,363.4787248232626
3066,2021-02-03,60 a 69,2707,534,95,31,212.0,109.0,11,77345,140.9270153209645,274.0965802572888
3067,2021-02-03,70 a 79,1889,622,119,90,153.0,72.0,14,53066,135.68009648362417,288.3202050277014
3068,2021-02-03,Mayor de 80,2348,1063,19,340,185.0,74.0,7,41042,180.30310413722526,450.75776034306324
3069,2021-02-04,0 a 9,1545,31,3,0,219.0,104.0,11,46913,221.6869524438855,466.8215633193358
3070,2021-02-04,10 a 19,2366,17,1,0,211.0,100.0,18,55828,179.12158773375367,377.9465501182203
3071,2021-02-04,20 a 29,2741,57,4,0,181.0,76.0,11,50505,150.48015048015048,358.38035838035836
3072,2021-02-04,30 a 39,3035,121,12,1,271.0,120.0,13,70473,170.27797880039165,384.5444354575511
3073,2021-02-04,40 a 49,3977,284,28,2,337.0,148.0,19,97769,151.37722591005328,344.6900346735673
3074,2021-02-04,50 a 59,3658,449,58,12,312.0,137.0,20,89964,152.28313547641278,346.80538882219554
3075,2021-02-04,60 a 69,2724,536,96,31,211.0,106.0,17,77345,137.0482901286444,272.80367185984875
3076,2021-02-04,70 a 79,1897,623,119,90,148.0,72.0,8,53066,135.68009648362417,278.8979761052275
3077,2021-02-04,Mayor de 80,2369,1066,19,341,184.0,78.0,21,41042,190.0492178743726,448.3212319087763
3078,2021-02-05,0 a 9,1552,31,3,0,215.0,88.0,7,46913,187.5812674525185,458.295142071494
3079,2021-02-05,10 a 19,2373,17,1,0,192.0,83.0,7,55828,148.67091781901556,343.91344844880706
3080,2021-02-05,20 a 29,2749,57,4,0,171.0,70.0,8,50505,138.6001386001386,338.5803385803386
3081,2021-02-05,30 a 39,3049,121,12,1,259.0,108.0,14,70473,153.25018092035248,367.516637577512
3082,2021-02-05,40 a 49,3990,286,28,2,313.0,133.0,13,97769,136.03493950025057,320.142376417883
3083,2021-02-05,50 a 59,3678,451,59,12,296.0,128.0,20,89964,142.27913387577252,329.020497087724
3084,2021-02-05,60 a 69,2740,536,96,31,213.0,101.0,16,77345,130.58374814144418,275.3894886547288
3085,2021-02-05,70 a 79,1903,624,120,90,143.0,62.0,6,53066,116.83563863867637,269.4757471827536
3086,2021-02-05,Mayor de 80,2377,1071,19,342,171.0,75.0,8,41042,182.73963257151212,416.64636226304765
3087,2021-02-06,0 a 9,1563,31,3,0,211.0,83.0,11,46913,176.9232408927163,449.7687208236523
3088,2021-02-06,10 a 19,2378,17,1,0,188.0,79.0,5,55828,141.5060543096654,336.7485849394569
3089,2021-02-06,20 a 29,2756,58,4,0,163.0,69.0,7,50505,136.6201366201366,322.74032274032277
3090,2021-02-06,30 a 39,3059,121,12,1,235.0,100.0,10,70473,141.89831566699303,333.4610418174336
3091,2021-02-06,40 a 49,4002,287,28,2,296.0,123.0,12,97769,125.80674856038213,302.75445182010657
3092,2021-02-06,50 a 59,3688,452,59,12,279.0,114.0,10,89964,126.71735360810992,310.12404961984794
3093,2021-02-06,60 a 69,2744,537,96,31,198.0,91.0,4,77345,117.65466416704376,255.99586269312817
3094,2021-02-06,70 a 79,1905,625,120,91,137.0,59.0,2,53066,111.18230128519204,258.16907247578484
3095,2021-02-06,Mayor de 80,2384,1075,20,346,165.0,76.0,7,41042,185.17616100579892,402.0271916573267
3096,2021-02-07,0 a 9,1568,32,3,0,209.0,86.0,5,46913,183.31805682859763,445.5055101997315
3097,2021-02-07,10 a 19,2382,17,1,0,184.0,74.0,4,55828,132.54997492297773,329.5837214301068
3098,2021-02-07,20 a 29,2762,58,4,0,158.0,65.0,6,50505,128.7001287001287,312.84031284031283
3099,2021-02-07,30 a 39,3067,121,12,1,230.0,98.0,8,70473,139.06034935365318,326.366126034084
3100,2021-02-07,40 a 49,4015,288,28,2,293.0,125.0,13,97769,127.85238674835583,299.685994538146
3101,2021-02-07,50 a 59,3697,453,60,12,268.0,110.0,9,89964,122.27113067449203,297.89693655239876
3102,2021-02-07,60 a 69,2751,541,96,31,196.0,87.0,7,77345,112.4830305772836,253.4100458982481
3103,2021-02-07,70 a 79,1906,626,121,91,128.0,52.0,1,53066,97.99118079372856,241.20906041533186
3104,2021-02-07,Mayor de 80,2389,1079,20,348,164.0,76.0,5,41042,185.17616100579892,399.59066322303977
3105,2021-02-08,0 a 9,1576,32,3,0,193.0,75.0,8,46913,159.8703983970328,411.39982520836446
3106,2021-02-08,10 a 19,2389,17,1,0,171.0,67.0,7,55828,120.01146378161496,306.2979150247188
3107,2021-02-08,20 a 29,2769,58,4,0,142.0,65.0,7,50505,128.7001287001287,281.16028116028116
3108,2021-02-08,30 a 39,3086,122,12,1,234.0,97.0,19,70473,137.64136619698323,332.0420586607637
3109,2021-02-08,40 a 49,4025,288,28,2,283.0,109.0,10,97769,111.48728124456626,289.45780359827756
3110,2021-02-08,50 a 59,3711,456,60,13,258.0,104.0,14,89964,115.60179627406518,286.781379218354
3111,2021-02-08,60 a 69,2767,544,97,31,193.0,88.0,16,77345,113.77593897472363,249.53132070592798
3112,2021-02-08,70 a 79,1916,628,121,91,122.0,50.0,10,53066,94.222289224739,229.90238570836317
3113,2021-02-08,Mayor de 80,2399,1086,20,354,163.0,75.0,10,41042,182.73963257151212,397.15413478875297
3114,2021-02-09,0 a 9,1591,32,3,0,197.0,64.0,15,46913,136.422739965468,419.92624645620623
3115,2021-02-09,10 a 19,2395,17,1,0,163.0,61.0,6,55828,109.26416851758975,291.96818800601847
3116,2021-02-09,20 a 29,2778,58,4,0,136.0,62.0,9,50505,122.76012276012275,269.28026928026924
3117,2021-02-09,30 a 39,3099,123,12,1,232.0,91.0,13,70473,129.12746725696366,329.20409234742385
3118,2021-02-09,40 a 49,4048,289,28,2,283.0,108.0,23,97769,110.46446215057942,289.45780359827756
3119,2021-02-09,50 a 59,3729,457,61,13,256.0,112.0,18,89964,124.49424214130097,284.55826775154503
3120,2021-02-09,60 a 69,2772,545,98,31,187.0,76.0,5,77345,98.26103820544314,241.77387032128772
3121,2021-02-09,70 a 79,1925,634,122,91,121.0,50.0,9,53066,94.222289224739,228.0179399238684
3122,2021-02-09,Mayor de 80,2407,1092,20,354,157.0,66.0,8,41042,160.81087666293064,382.534964183032
3123,2021-02-10,0 a 9,1600,32,3,0,178.0,66.0,9,46913,140.68595058938888,379.42574552895786
3124,2021-02-10,10 a 19,2409,17,1,0,155.0,61.0,14,55828,109.26416851758975,277.6384609873182
3125,2021-02-10,20 a 29,2789,58,4,0,131.0,59.0,11,50505,116.82011682011682,259.3802593802594
3126,2021-02-10,30 a 39,3112,123,12,1,218.0,90.0,13,70473,127.70848410029373,309.3383281540448
3127,2021-02-10,40 a 49,4066,289,28,2,267.0,108.0,18,97769,110.46446215057942,273.092698094488
3128,2021-02-10,50 a 59,3744,461,61,13,245.0,106.0,15,89964,117.82490774087412,272.33115468409585
3129,2021-02-10,60 a 69,2781,548,98,31,183.0,74.0,9,77345,95.67522141056307,236.60223673152757
3130,2021-02-10,70 a 79,1934,634,122,91,117.0,45.0,9,53066,84.80006030226511,220.48015678588928
3131,2021-02-10,Mayor de 80,2417,1096,20,357,143.0,69.0,10,41042,168.12046196579115,348.4235661030164
3132,2021-02-11,0 a 9,1605,33,3,0,164.0,60.0,5,46913,127.89631871762624,349.58327116151173
3133,2021-02-11,10 a 19,2426,17,1,0,160.0,60.0,17,55828,107.4729526402522,286.5945403740059
3134,2021-02-11,20 a 29,2791,58,4,0,126.0,50.0,2,50505,99.000099000099,249.48024948024948
3135,2021-02-11,30 a 39,3118,123,12,1,203.0,83.0,6,70473,117.7756020036042,288.0535808039959
3136,2021-02-11,40 a 49,4079,289,28,2,250.0,102.0,13,97769,104.32754758665835,255.70477349671165
3137,2021-02-11,50 a 59,3750,462,62,13,229.0,92.0,6,89964,102.26312747321151,254.5462629496243
3138,2021-02-11,60 a 69,2787,549,100,31,169.0,63.0,6,77345,81.45322903872261,218.50151916736698
3139,2021-02-11,70 a 79,1940,635,122,91,115.0,43.0,6,53066,81.03116873327555,216.71126521689973
3140,2021-02-11,Mayor de 80,2421,1101,20,357,130.0,52.0,4,41042,126.69947858291506,316.7486964572877
3141,2021-02-12,0 a 9,1616,33,3,0,152.0,64.0,11,46913,136.422739965468,324.0040074179865
3142,2021-02-12,10 a 19,2434,18,1,0,144.0,61.0,8,55828,109.26416851758975,257.9350863366053
3143,2021-02-12,20 a 29,2798,58,4,0,119.0,49.0,7,50505,97.02009702009701,235.62023562023563
3144,2021-02-12,30 a 39,3130,123,12,1,189.0,81.0,12,70473,114.93763569026436,268.18781661061684
3145,2021-02-12,40 a 49,4092,294,28,2,235.0,102.0,13,97769,104.32754758665835,240.36248708690894
3146,2021-02-12,50 a 59,3760,466,62,13,210.0,82.0,10,89964,91.14757013916677,233.4267040149393
3147,2021-02-12,60 a 69,2797,550,100,31,158.0,57.0,10,77345,73.69577865408236,204.27952679552652
3148,2021-02-12,70 a 79,1949,638,123,91,108.0,46.0,9,53066,86.68450608675988,203.52014472543624
3149,2021-02-12,Mayor de 80,2424,1105,20,357,122.0,47.0,3,41042,114.51683641148092,297.256468982993
3150,2021-02-13,0 a 9,1617,33,3,0,137.0,54.0,1,46913,115.10668684586362,292.0299277385799
3151,2021-02-13,10 a 19,2434,19,1,0,135.0,56.0,0,55828,100.30808913090205,241.81414344056745
3152,2021-02-13,20 a 29,2800,59,4,0,113.0,44.0,2,50505,87.12008712008712,223.74022374022374
3153,2021-02-13,30 a 39,3132,123,12,1,173.0,73.0,2,70473,103.58577043690491,245.48408610389794
3154,2021-02-13,40 a 49,4092,294,28,2,213.0,90.0,0,97769,92.05371845881618,217.86046701919832
